"Артикул";"Ozon Product ID";"FBO OZON SKU ID";"FBS OZON SKU ID";"Barcode";"Наименование товара";"Контент-рейтинг";"Бренд";"Статус товара";"Видимость FBO";"Причины скрытия FBO (при наличии)";"Видимость FBS";"Причины скрытия FBS (при наличии)";"Дата создания";"Коммерческая категория";"Объем товара, л";"Объемный вес, кг";"Доступно на складе Ozon, шт";"Вывезти и нанести КИЗ (кроме Твери), шт";"Зарезервировано, шт";"Доступно на моих складах, шт";"Зарезервировано на моих складах, шт";"Текущая цена с учетом скидки, руб.";"Цена до скидки (перечеркнутая цена), руб.";"Цена Premium, руб.";"Рыночная цена, руб.";"Актуальная ссылка на рыночную цену";"Размер НДС, %"
"p8769";"375112700";"729422360";"729422361";"2036863040349";"Переходник USB 2.0 - RJ45 / LAN, черный";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:44:41";"Видео кабели и переходники";"'0.01";"'0.1";"0";"0";"0";"9";"0";"869.00";"1304.00";;"589.00";"https://market.yandex.ru/product--/101823502032/?sku=101823502032";"0%"
"p8770";"375113031";"729653670";"729653669";"2036863053424";"Переходник USB Type-C to VGA to USB 3.0 и Type C для зарядки";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:44:51";"Видео кабели и переходники";"'0.01";"'0.1";"0";"0";"0";"4";"0";"1593.00";"2390.00";;;;"0%"
"p8771";"375113136";"729688222";"729688223";"2036863097633";"Кабель-переходник Mini DVI папа на HDMI мама";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:44:59";"Видео кабели и переходники";"'0.01";"'0.1";"0";"0";"0";"6";"0";"718.00";"1077.00";;;;"0%"
"p8772";"375113201";"729422523";"729422522";"2036863108889";"Кабель-переходник Mini DislplayPort to VGA";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:45:09";"Видео кабели и переходники";"'0.01";"'0.1";"0";"0";"0";"3";"0";"945.00";"1417.00";;;;"0%"
"p8773";"375113262";"740781849";"740781850";"2036863123066";"Адаптер переходник DisplayPort папа на DVI мама";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:45:18";"Видео кабели и переходники";"'0.01";"'0.1";"0";"0";"0";"61";"0";"604.00";"907.00";;;;"0%"
"p8774";"375113369";"729527587";"729527588";"2036863146683";"Кабель-переходник DisplayPort to HDMI";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:45:27";"Видео кабели и переходники";"'0.01";"'0.1";"0";"0";"0";"18";"0";"478.00";"718.00";;;;"0%"
"p8775";"375113393";"729585088";"729585089";"2036863183251";"Кабель-адаптер для передачи видео с телефона/планшета с разъемом Type C - HDMI";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:45:37";"Видео кабели и переходники";"'0.01";"'0.1";"0";"0";"0";"1";"0";"1419.00";"2128.00";;;;"0%"
"p8776";"375113452";"730848594";"730848593";"2036863229096";"Адаптер подключения HDTV 3в1 1080P Lightning / Micro-USB / Type-C на HDMI (3 метра)";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:45:49";"Видео кабели и переходники";"'0.01";"'0.1";"0";"0";"0";"18";"0";"1801.00";"2702.00";;;;"0%"
"p8777";"375113510";"729545535";"729545534";"2036863255705";"Адаптер питания соединитель DC штекер 5.5x2.1-5.5x2.1mm";"12.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:46:09";"Видео кабели и переходники";"'0.01";"'0.1";"0";"0";"0";"40";"0";"374.00";"505.00";;;;"0%"
"p8778";"375113534";"729592376";"729592377";"2036863292656";"Переходник (адаптер) аудио Mini Jack 3.5 мм (мама) - Mini Jack 3.5 мм (мама), 2 шт";"22.5";"Опмир";"Готов к продаже";"Показывается";;"Показывается";;"2022-09-29 12:46:19";"Видео кабели и переходники";"'0.01";"'0.1";"0";"0";"0";"0";"0";"357.00";"525.00";;;;"0%"
"p8779";"375113587";"729587134";"729587135";"2036863301891";"Адаптер переходник HDMI папа на HDMI папа";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:46:27";"Видео кабели и переходники";"'0.01";"'0.1";"0";"0";"0";"87";"0";"357.00";"525.00";;;;"0%"
"p8780";"375113603";"730027116";"730027117";"2036863314594";"Беспроводной Wi-Fi приемник для ТВ Anycast M4 Plus";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:46:38";"Видео кабели и переходники";"'0.01";"'0.1";"0";"0";"0";"10";"0";"1330.00";"1837.00";;;;"0%"
"p8781";"375113646";"740784281";"740784280";"2036863324104";"Беспроводной HDMI Wi-Fi приемник для ТВ MiraScreen";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:46:46";"Видео кабели и переходники";"'0.01";"'0.1";"0";"0";"0";"4";"0";"2079.00";"3118.00";;;;"0%"
"p8782";"375113724";"740757445";"740757446";"2036863355269";"WiFi Усилитель коннектор (Reapeater) LV-WR03 220V 300 Мбит/с 802.11B";"27.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 12:46:58";"Видео кабели и переходники";"'0.01";"'0.1";"0";"0";"0";"10";"0";"1905.00";"2858.00";;;;"0%"
"p7633";"375198721";"729714493";"729714491";"2043831637623";"Складная пила/ножовка для дома и дачи 50см";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-09-29 15:03:18";"Пила, ножовка садовые";"'1.00";"'0.2";"0";"0";"0";"4";"0";"992.00";"1488.00";;;;"0%"
"p4451";"378193156";"734774833";"734774834";"2036888311851";"Переходник Lightning на USB Camera Adapter";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-10-04 17:14:03";"Видео кабели и переходники";"'0.01";"'0.0";"0";"0";"0";"23";"0";"756.00";"1134.00";;;;"0%"
"z3384255";"378257188";"734321305";"734321306";"2038353856621";"Кабель USB Type C с удлиненным коннектором 1м, черный";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-10-04 19:39:20";"Кабель для мобильных устройств";"'0.21";"'0.0";"0";"0";"0";"170";"0";"357.00";"532.00";;;;"0%"
"p8962";"378491813";"734797086";"734797085";"2036887262888";"Универсальный адаптер-переходник All-In-One (AU / UK / US / EU евровилка)";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-10-05 08:49:39";"Адаптер, переходник сетевой";"'0.35";"'0.1";"0";"0";"0";"10";"0";"409.00";"555.00";;;;"0%"
"p4659";"378768574";"735315128";"735315127";"2000905779009";"Сетевой адаптер 12V 2A с гнездом прикуривателя на проводе";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-10-05 11:35:14";"Видео кабели и переходники";"'0.22";"'0.1";"0";"0";"0";"36";"0";"718.00";"1077.00";;;;"0%"
"wb085206";"378770360";"735310236";"735310237";"2031126546620";"Поролоновые бигуди (мягкие папильотки), 15 см, 5 шт в упаковке";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-10-05 11:40:36";"Бигуди";"'0.14";"'0.0";"0";"0";"0";"134";"0";"357.00";"495.00";;;;"0%"
"z003521D2p3";"378770404";"740737209";"740737208";"2009878541002";"Шнур сетевой для радио и других устройств 1.5 м";"22.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-10-05 11:40:56";"Кабель для мобильных устройств";"'0.12";"'0.0";"0";"0";"0";"85";"0";"357.00";"525.00";;;;"0%"
"p6753";"378770583";"740731391";"740731388";"2041455798621";"AV Кабель 3RCA - AUX (тюльпаны на 3.5 Jack) 1,5 м";"10";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-10-05 11:41:11";"Видео кабели и переходники";"'8.00";"'1.6";"0";"0";"0";"99";"0";"357.00";"502.00";;;;"0%"
"z338035E2p2";"378770722";"740946349";"740946348";"2001137892009";"Сантиметр портновский, 1.5 м";"47.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-10-05 11:41:46";"Аксессуары, инструменты для шитья";"'0.01";"'0.0";"0";"0";"0";"106";"0";"357.00";"480.00";;;;"0%"
"p7892227";"378770993";"735295953";"735295954";"2042153842623";"Насадка Micro USB на магнитный кабель 360 градусов (3 шт)";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-10-05 11:42:36";"Кабель питания";"'0.01";"'0.0";"0";"0";"0";"12";"0";"366.00";"493.00";;;;"0%"
"Wb8903892";"378771112";"735263629";"735263628";"2028677017624";"Теплое сиденье для дачного туалета";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-10-05 11:43:07";"Сиденье для унитаза";"'10.56";"'2.1";"0";"0";"0";"31";"0";"388.00";"525.00";;;;"0%"
"p659344";"378771331";"740960221";"740960222";"2040992342625";"Атласная пушистая бант-резинка, 2 шт";"30";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-10-05 11:43:44";"Резинка для волос";"'1.00";"'0.2";"0";"0";"0";"13";"0";"359.00";"483.00";;"279.00";"https://wildberries.ru/catalog/102096181/detail.aspx";"0%"
"342954";"378786936";"740817218";"740817219";"2001378043000";"Подставка-cтойка для воздушных шаров (на 7 шт)";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-10-05 12:00:34";"Украшение декоративное интерьерное";"'12.50";"'2.5";"0";"0";"0";"49";"0";"405.00";"550.00";;;;"0%"
"wb029471";"378803453";"740975181";"740975182";"2022507525006";"Термобигуди для волос, 10 шт";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-10-05 12:13:12";"Бигуди";"'4.90";"'1.0";"0";"0";"0";"79";"0";"362.00";"487.00";;;;"0%"
"p4692";"378804348";"741670384";"741670385";"2035831094629";"Удлинитель для наушников адаптер штекер Jack 3.5мм, 3 метра / AUX удлинитель";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-10-05 12:13:50";"Акустические кабели";"'0.12";"'0.0";"0";"0";"0";"35";"0";"357.00";"525.00";;;;"0%"
"kkk3465659";"378806406";"740797004";"740797005";"2005540777045";"Кольцо термометр из нержавеющей стали, 8";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-10-05 12:14:27";"Термометр декоративный интерьерный";"'0.34";"'0.1";"0";"0";"0";"100";"0";"357.00";"525.00";;;;"0%"
"kkk3465658";"378806610";"741825690";"741825691";"2005540777052";"Кольцо термометр из нержавеющей стали, 7";"5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-10-05 12:14:31";"Термометр декоративный интерьерный";"'0.34";"'0.1";"0";"0";"0";"100";"0";"357.00";"525.00";;;;"0%"
"Wb597410";"378809735";"740872494";"740872496";"2022802714006";"Ограничитель стоппер  открывания окон, металлический ";"17.5";"Опмир";"Продается";"Показывается";;"Показывается";;"2022-10-05 12:15:21";"Ограничитель, стоппер интерьерные";"'0.15";"'0.1";"0";"0";"0";"14";"0";"357.00";"522.00";;;;"0%"
